x axis,y axis,z axis
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.00
-0.11,-0.92,-0.00
-0.12,-0.93,0.00
-0.12,-0.93,-0.00
-0.12,-0.93,0.01
-0.11,-0.93,0.00
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.11,-0.92,0.00
-0.11,-0.92,-0.00
-0.12,-0.93,0.00
-0.12,-0.93,-0.00
-0.12,-0.93,0.01
-0.11,-0.93,0.00
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.92,-0.00
-0.12,-0.93,0.00
-0.12,-0.93,-0.00
-0.12,-0.93,0.01
-0.11,-0.93,0.00
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.00
-0.12,-0.93,-0.00
-0.12,-0.93,0.01
-0.11,-0.93,0.00
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,0.01
-0.11,-0.93,0.00
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.11,-0.93,0.00
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.11,-0.93,0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.92,0.00
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.11,-0.93,0.00
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.94,0.01
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.11,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.91,0.01
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.93,0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,0.00
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.11,-0.92,0.01
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.92,0.00
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.93,-0.01
-0.11,-0.92,-0.00
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.11,-0.93,0.00
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.13,-0.92,-0.01
-0.11,-0.93,-0.00
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.13,-0.92,-0.01
-0.12,-0.93,-0.02
-0.13,-0.93,0.00
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.13,-0.92,-0.01
-0.12,-0.93,-0.02
-0.12,-0.93,-0.01
-0.11,-0.94,0.00
-0.11,-0.93,-0.00
-0.12,-0.93,0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,0.01
-0.12,-0.93,-0.00
-0.11,-0.93,-0.01
-0.12,-0.93,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.01
-0.12,-0.92,-0.01
-0.11,-0.92,-0.01
-0.11,-0.92,-0.02
-0.12,-0.92,-0.00
-0.11,-0.94,-0.00
-0.12,-0.93,-0.00
-0.12,-0.94,-0.00
-0.12,-0.92,-0.00
-0.12,-0.94,-0.00
-0.12,-0.93,-0.01
-0.12,-0.92,-0.01
-0.12,-0.93,-0.01
-0.12,-0.94,-0.02
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.12,-0.93,-0.01
-0.13,-0.92,-0.01
