x axis,y axis,z axis
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.01
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.01
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.01
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.01
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.01
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.93,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.04
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.94,-0.03
-0.16,-0.92,-0.03
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.94,-0.03
-0.15,-0.92,-0.05
-0.16,-0.93,-0.02
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.94,-0.03
-0.15,-0.92,-0.05
-0.16,-0.91,0.03
-0.16,-0.93,0.00
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.94,-0.03
-0.15,-0.92,-0.05
-0.16,-0.91,0.03
-0.16,-0.94,-0.01
-0.16,-0.93,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.94,-0.03
-0.15,-0.92,-0.05
-0.16,-0.91,0.03
-0.16,-0.94,-0.01
-0.15,-0.92,-0.03
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.94,-0.03
-0.15,-0.92,-0.05
-0.16,-0.91,0.03
-0.16,-0.94,-0.01
-0.15,-0.92,-0.03
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.94,-0.03
-0.15,-0.92,-0.05
-0.16,-0.91,0.03
-0.16,-0.94,-0.01
-0.15,-0.92,-0.03
-0.16,-0.92,-0.02
-0.16,-0.94,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.17,-0.93,-0.02
-0.15,-0.92,-0.00
-0.17,-0.92,-0.02
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.02
-0.15,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.93,-0.01
-0.16,-0.92,-0.00
-0.16,-0.92,-0.01
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.01
-0.16,-0.92,-0.02
-0.16,-0.93,-0.02
-0.15,-0.92,-0.02
-0.16,-0.92,-0.02
-0.16,-0.92,-0.01
-0.16,-0.92,-0.02
-0.16,-0.92,-0.02
